Graphics; Launch; Market; Processor; Code name; Device ID[ 3]; Core clock (MHz); Core config1; API support[ 13] [ 32] [ 33] [ 34]; API support[ 13] [ 32] [ 33] [ 34]; API support[ 13] [ 32] [ 33] [ 34]; API support[ 13] [ 32] [ 33] [ 34]; Memory bandwidth (GB/s); DVMT (MB); QSV
Core i5-3610ME; 2012; 650–950; 0166; Ivy Bridge; Yes; 11.1 FL11_0; 4.0Windows 4.1macOS 4.2Linux ES 3.0Linux; 1.2; (1.0)Linux; 25.6; 1720; 
Core i7-3520M Core i7-3xx7U Core i7-3xxxQM Core i7-3920XM; 2012; 350–1300; 0166; Ivy Bridge; Yes; 11.1 FL11_0; 4.0Windows 4.1macOS 4.2Linux ES 3.0Linux; 1.2; (1.0)Linux; 25.6; 1720; 
HD Graphics P4000[ 37]; 2012; Workstation; Xeon E3-12x5V2; Ivy Bridge; Yes; 016A; 650–1250; 11.1 FL11_0; 4.0Windows 4.1macOS 4.2Linux ES 3.0Linux; 1.2; (1.0)Linux; 25.6; 1720; 
HD Graphics; 2013; Tablet; Atom Z3735D Atom Z3735E Atom Z3735F Atom Z3735G Atom Z3736F Atom Z3736G; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 311-646; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 10.7; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3680; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 8.5; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3740 Atom Z3770; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 17.1; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3680D Atom Z3740D Atom Z3770D; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 313-688; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 10.7; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3745 Atom Z3775 Atom Z3795; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 311-778; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 17.1; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3745D Atom Z3775D; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 311-792; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 10.7; 2048; Yes
HD Graphics; 2013; Tablet; Atom Z3785; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 313-833; 32:4:1[ 38]; 11[ 39]; 4.0 ES  2.0/1.1Linux[ 40]; 1.2; (1.0)Linux; 21.3; 2048; Yes
HD Graphics; 2013; Celeron N2805; 313-667; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 8.5; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2807; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 10.7; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2830 Pentium  N3510; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 21.3; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2806; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 8.5; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2810 Celeron N2815 Celeron N2820 Celeron N2910; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 17.1; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2808; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 10.7; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2840; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 21.3; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2920; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 313-844; 32:4:1[ 38]; 17.1; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Celeron N2930 Celeron N2940 Pentium N3520; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 313-854; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; Pentium N3530 Pentium N3540; 32:4:1[ 38]; 313-896; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Atom E3815; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 400-400; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Atom E3825; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 533-533; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Atom E3826; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 533-667; 32:4:1[ 38]; 17.1; (1.0)Linux; 2048; Yes
HD Graphics; 2013; Atom E3827 Atom E3845; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; 542-792; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; Celeron J1750; 32:4:1[ 38]; 688-750; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; Celeron J1800 Celeron J1850; 32:4:1[ 38]; 688-792; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; Celeron J1900 Pentium J2850; 32:4:1[ 38]; 688-854; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; Pentium J2900; 32:4:1[ 38]; (1.0)Linux; 2048; Yes
HD Graphics; 2013; 21.3; 11.2; Valleyview (Bay Trail); 0F30 0F31 0F32 0F33 0155 0157; ??; 32:4:1[ 38]; Pentium A1020; (1.0)Linux; 2048; Yes
HD Graphics[ 41]; 2013; Desktop; Pentium G3xxx; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 350–1150; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Desktop; Pentium G3xxxT; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 200–1100; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Desktop; Celeron G18xx; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 350-1050; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Desktop; Celeron G18xxT; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 200-1050; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Celeron 2950M Pentium 3550M; 400–1100; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Celeron 29xxU Pentium 35xxU; 200–1000; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics[ 41]; 2013; Celeron 29xxY Pentium 35xxY; 200–850; Haswell; 0402 0406 040A 040B 040E ULT: 0A02 0A06 0A0A 0A0B 0A0E; 80:10:1[ 42] (GT1); 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; Yes[ 44]
HD Graphics 4200; 2013; ULT Mobile; Core i3-40xxY Core i5-4xxxY Core i7-4610Y; Haswell; 200–850; Yes; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4400; 2013; Core i3-4130 Core i3-4150 Core i3-4160 Core i3-4170; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1150; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4400; 2013; Core i3-4130T Core i3-4150T Core i3-4160T Core i3-4170T; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 200–1150; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4400; 2013; Core i3-4005U Core i3-4025U; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 200–950; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4400; 2013; Core i3-4010U Core i3-4100U Core i5-4200U Core i3-4030U Core i3-4120U; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 200–1000; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4400; 2013; Core i5-4300U Core i7-4500U Core i7-4600U; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 200–1100; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i3-4330 Core i3-4340 Core i5-4570 Core i5-4570S Core i5-4590 Core i5-4590S Core i5-4590T; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350-1150; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i3-4330T Core i5-4570T; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 200-1150; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i5-4430 Core i5-4430S Core i5-4440 Core i5-4440S; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1100; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i5-4670 Core i5-4670K Core i5-4670S Core i5-4670T Core i5-4690 Core i5-4690K Core i5-4690S Core i5-4690T Core i7-4765T Core i7-4770 Core i7-4770S Core i7-4770T Core i7-4771; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1200; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i7-4770K Core i7-4790K; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1250; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i3-4xxxE Core i5-4402E; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–900; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i3-4xxxM; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1100; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i5-4200M Core i5-4200H Core i7-47xxMQ Core i7-4702HQ; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1150; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i5-43xxM; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1250; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i5-4400E Core i7-4700EQ; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1000; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i7-4700HQ; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1200; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i7-4xxxM Core i7-4800MQ Core i7-4900MQ; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1300; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 4600; 2013; Core i7-4930MX; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 400–1350; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics P4600; 2013; Xeon  E3-1225  v3 Xeon E3-1226 v3 Xeon E3-1245 v3 Xeon E3-1246 v3; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1200; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics P4600; 2013; Xeon E3-1275 v3 Xeon E3-1276 v3; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1250; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics P4700; 2013; Xeon  E3-1285L  v3 Xeon E3-1286L v3; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1250; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics P4700; 2013; Xeon E3-1285 v3 Xeon E3-1286 v3; 0412 0416 041A 041B 041E ULT: 0A12 0A16 0A1A 0A1B 0A1E; Haswell; 160:20:2 (GT2); Yes; 350–1300; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 5000; 2013; Core i5-4250U; 0422 0426 042A 042B 042E ULT: 0A22 0A26 0A2A 0A2B 0A2E; Haswell; 200–1000; Yes; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
HD Graphics 5000; 2013; Core i5-4350U Core i7-4550U Core i7-4650U; 0422 0426 042A 042B 042E ULT: 0A22 0A26 0A2A 0A2B 0A2E; Haswell; 320:40:4 (GT3); Yes; 200–1100; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Graphics 5100; 2013; Core i3-4158U Core i5-4258U; 0422 0426 042A 042B 042E ULT: 0A22 0A26 0A2A 0A2B 0A2E; Haswell; 320:40:4 (GT3); Yes; 200–1100; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Graphics 5100; 2013; Core i5-4288U Core i7-4558U; 0422 0426 042A 042B 042E ULT: 0A22 0A26 0A2A 0A2B 0A2E; Haswell; 320:40:4 (GT3); Yes; 200–1200; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Pro Graphics 5200; 2013; Core i5-4570R; 0D22 0D26 0D2A 0D2B 0D2E; Haswell; 200–1150; Yes; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Pro Graphics 5200; 2013; Core i5-4670R Core i7-4770R; 0D22 0D26 0D2A 0D2B 0D2E; Haswell; 320:40:4 + eDRAM (GT3e); Yes; 200–1300; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Pro Graphics 5200; 2013; Core i7-4750HQ Core i7-4850HQ; 0D22 0D26 0D2A 0D2B 0D2E; Haswell; 320:40:4 + eDRAM (GT3e); Yes; 200–1200; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
Iris Pro Graphics 5200; 2013; Core i7-49xxHQ; 0D22 0D26 0D2A 0D2B 0D2E; Haswell; 320:40:4 + eDRAM (GT3e); Yes; 200–1300; 12[ 43] FL11_1; 4.3Windows 4.1macOS 4.5Linux ES  3.1Linux; 1.2; (1.0)Linux; 25.6; 2048; 
