GeForce 7650 GS; March 22, 2006; G73; TSMC 80  nm; PCIe ×16; 450; 12:5:12:8; 400; ?; 3600; 5400; 256; ?; 128; 12.7; DDR2
GeForce 7800 GS; February 2, 2006; G70; TSMC 110  nm; AGP 8×; 375; 600; 16:8:16:8; 6000; 3000; 6000; 256; 562.5; 38.4; 256; 
GeForce 7800 GT; August 11, 2005; G70; TSMC 110  nm; 400; 500; 20:7:20:16; 8000; 6400; 8000; 700; 256; 32; GDDR3; 256; 
GeForce 7800 GTX; June 22, 2005 (256 MB) November 14, 2005 (512 MB); G70; TSMC 110  nm; 430 (256 MB) 550 (512 MB); 600 (256 MB) 850 (512 MB); 24:8:24:16; 10320 (256 MB) 13200 (512 MB); 6880 (256 MB) 8800 (512 MB); 10320 (256 MB) 13200 (512 MB); 860 (256 MB) 1100 (512 MB); 256 512; 38.4 (256 MB) 54.4 (512 MB); GDDR3; 256; 
GeForce 7900 GS; May 2006 (PCIe) April 2, 2007 (AGP); G71; TSMC 90  nm; AGP 8× PCIe ×16; 450; 660; 20:7:20:16; 9000; 7200; 9000; 787.5; 256; GDDR3; 256; 
GeForce 7900 GT; March 9, 2006; G71; TSMC 90  nm; 24:8:24:16; 450; 660; 10800; 10800; 7200; 900; 256; GDDR3; 256; 
GeForce 7900 GTO; October 1, 2006; G71; TSMC 90  nm; 24:8:24:16; 15600; 660; 10400; 15600; 1300; 512; GDDR3; 256; 
GeForce 7900 GTX; March 9, 2006; G71; TSMC 90  nm; 24:8:24:16; 15600; 800; 10400; 15600; 1300; 512; 51.2; GDDR3; 256; 
GeForce 7900 GX2; March 9, 2006; 2× G71; TSMC 90  nm; 500; 600; 2× 24:8:24:16; 24000; 16000; 24000; 2000; 2× 512; 2x 38.4; GDDR3; 256; 
GeForce 7950 GT; September 6, 2006 (PCIe) April 2, 2007 (AGP); G71; TSMC 90  nm; AGP 8× PCIe ×16; 550; 700; 24:8:24:16; 13200; 8800; 13200; 1100; 512; GDDR3; 256; 44.8
GeForce 7950 GX2; June 5, 2006; 2× G71; TSMC 90  nm; PCIe ×16; 500; 600; 2× 24:8:24:16; 24000; 16000; 24000; 2000; 2× 512; GDDR3; 256; 2x 38.4
Model; Launch; Code name; Fab (nm)[ 2]; Bus interface; Core clock (MHz); Memory clock (MHz); Core config1; Fillrate; Fillrate; Fillrate; Fillrate; Memory; Memory; Memory; Memory
Model; Launch; Code name; Fab (nm)[ 2]; Bus interface; Core clock (MHz); Memory clock (MHz); Core config1; MOperations/s; MPixels/s; MTexels/s; MVertices/s; Size (MB); Bandwidth (GB/s); Bus type; Bus width (bit)
